ID,Description,behaviorVariationId,aiThinkId,nameId,turnVellocity,hitHeight,hitRadius,weight,hitYOffset,hp,mp,getSoul,itemLotId_1,itemLotId_2,itemLotId_3,itemLotId_4,itemLotId_5,itemLotId_6,humanityLotId,spEffectID0,spEffectID1,spEffectID2,spEffectID3,spEffectID4,spEffectID5,spEffectID6,spEffectID7,GameClearSpEffectID,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,animIdOffset,moveAnimId,spMoveAnimId1,spMoveAnimId2,networkWarpDist,dbgBehaviorR1,dbgBehaviorL1,dbgBehaviorR2,dbgBehaviorL2,dbgBehaviorRL,dbgBehaviorRR,dbgBehaviorRD,dbgBehaviorRU,dbgBehaviorLL,dbgBehaviorLR,dbgBehaviorLD,dbgBehaviorLU,animIdOffset2,partsDamageRate1,partsDamageRate2,partsDamageRate3,partsDamageRate4,partsDamageRate5,partsDamageRate6,partsDamageRate7,partsDamageRate8,weakPartsDamageRate,superArmorRecoverCorrection,superArmorBrakeKnockbackDist,stamina,staminaRecoverBaseVel,def_phys,def_slash,def_blow,def_thrust,def_mag,def_fire,def_thunder,defFlickPower,resist_poison,resist_desease,resist_blood,resist_curse,ghostModelId,normalChangeResouceId,guardAngle,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,superArmorDurability,normalChangeTexChrId,dropType,knockbackRate,knockbackParamId,fallDamageDump,staminaGuardDef,pcAttrB,pcAttrW,pcAttrL,pcAttrR,areaAttrB,areaAttrW,areaAttrL,areaAttrR,mpRecoverBaseVel,flickDamageCutRate,defaultLodParamId,drawType,npcType,teamType,moveType,lockDist,material,materialSfx,material_Weak,materialSfx_Weak,partsDamageType,maxUndurationAng,guardLevel,burnSfxType,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,parryAttack,parryDefence,sfxSize,pushOutCamRegionRadius,hitStopType,ladderEndChkOffsetTop,ladderEndChkOffsetLow,useRagdollCamHit:1,disableClothRigidHit:1,useRagdoll:1,isDemon:1,isGhost:1,isNoDamageMotion:1,isUnduration:1,isChangeWanderGhost:1,modelDispMask0:1,modelDispMask1:1,modelDispMask2:1,modelDispMask3:1,modelDispMask4:1,modelDispMask5:1,modelDispMask6:1,modelDispMask7:1,modelDispMask8:1,modelDispMask9:1,modelDispMask10:1,modelDispMask11:1,modelDispMask12:1,modelDispMask13:1,modelDispMask14:1,modelDispMask15:1,isEnableNeckTurn:1,disableRespawn:1,isMoveAnimWait:1,isCrowd:1,isWeakSaint:1,isWeakA:1,isWeakB:1,isEnableDropSoulCapture:1,vowType:3,disableInitializeDead:1,isSoulGetByBoss:1,isMultilingual:1,modelDispMask16:1,modelDispMask17:1,modelDispMask18:1,modelDispMask19:1,modelDispMask20:1,modelDispMask21:1,modelDispMask22:1,modelDispMask23:1,modelDispMask24:1,modelDispMask25:1,modelDispMask26:1,modelDispMask27:1,modelDispMask28:1,modelDispMask29:1,modelDispMask30:1,modelDispMask31:1,itemSearchRadius,normalChangeModelId,clothUpdateOffset,subHitOffset,subHitHeight,subHitRadius,paintRenderTargetSize,normalChangeAnimChrId,regainRate_PhysNeutral,regainRate_PhysSlash,regainRate_PhysBlow,regainRate_PhysThrust,regainRate_Magic,regainRate_Fire,regainRate_Thunder,maxAnkleAngle
310510096,"【フロア4】 白痴の蜘蛛　【Boss】　ダンジョンボス　ダンジョン",51000,510000,510000,60.0,4.0,1.899999976158142,500,0.0,1000,0,1325,-1,-1,-1,-1,-1,-1,-1,-1,5360,5308,-1,-1,80000,7320,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,102,0,0,0,80,72,45,0,999,999,999,999,-1,-1,0,0,0,0,-1,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,1,23,3,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-50,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310510102,"【フロア4】 白痴の蜘蛛　【Boss】　ダンジョン　嵐属性",51000,510000,510000,60.0,4.0,1.899999976158142,500,0.0,1100,0,2651,-1,-1,-1,-1,-1,-1,-1,-1,5360,-1,5308,5709,80000,7320,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,102,0,0,0,80,72,45,0,999,999,999,999,-1,-1,0,0,0,0,-1,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,13,0,1,23,3,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-50,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310511000,"【フロア4】 銀の獣　ダンジョン　【Boss】",51100,511000,511000,30.0,7.0,3.200000047683716,500,0.0,2000,0,3278,-1,-1,-1,-1,-1,-1,-1,5308,5360,-1,-1,-1,80000,7320,5790,-1,0.0,0.0,0.0,0.0,0,901,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,100,40,102,0,20,0,80,80,290,0,999,999,999,999,-1,-1,0,0,0,0,200,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,14,0,1,23,4,30,66,66,66,66,0,30,0,0,0,0,0,0,0,0,1,4,2,32,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310511006,"【フロア4】 銀の獣　ダンジョン_ダンジョンボス　【Boss】",51100,511000,511000,30.0,7.0,3.200000047683716,500,0.0,2000,0,3278,-1,-1,-1,-1,-1,-1,-1,5308,5360,-1,-1,-1,80000,7320,5790,-1,0.0,0.0,0.0,0.0,0,901,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,100,40,102,0,20,0,80,80,290,0,999,999,999,999,-1,-1,0,0,0,0,200,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,14,0,1,23,4,30,66,66,66,66,0,30,0,0,0,0,0,0,0,0,1,4,2,32,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310511100,"【フロア4】 銀の獣　雷発生用ダミーキャラ　ダンジョン",51110,511100,0,0.0,0.30000001192092896,0.10000000149011612,0,0.0,999,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80000,7320,5790,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,10,0,0,0,0,80,80,290,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,23,6,0,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,4,0,32,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,0,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310511102,"【フロア4】 銀の獣　ダンジョン用　嵐属性　【Boss】",51100,511000,511000,30.0,7.0,3.200000047683716,500,0.0,2100,0,3363,-1,-1,-1,-1,-1,-1,-1,5308,5360,-1,-1,5709,80000,7320,5790,-1,0.0,0.0,0.0,0.0,0,901,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,100,40,102,0,20,0,80,80,290,0,999,999,999,999,-1,-1,0,0,0,0,200,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,14,0,1,23,4,30,66,66,66,66,0,30,0,0,0,0,0,0,0,0,1,4,2,32,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310512090,"【フロア4】 邪神　堕天使　【Boss】　ダンジョン",51200,512000,512000,60.0,7.199999809265137,3.0,500,0.0,1800,0,1739,-1,-1,-1,-1,-1,-1,-1,5345,5360,-1,-1,-1,80000,7320,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,118,0,20,0,70,70,70,0,999,999,999,999,-1,-1,0,0,0,0,110,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,14,0,1,23,9,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,5,2,32,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310512096,"【フロア4】 邪神　堕天使　【Boss】　ダンジョンボス　ダンジョン",51200,512000,512000,60.0,7.199999809265137,3.0,500,0.0,1800,0,1739,-1,-1,-1,-1,-1,-1,-1,5345,5360,-1,-1,-1,80000,7320,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,118,0,20,0,70,70,70,0,999,999,999,999,-1,-1,0,0,0,0,110,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,14,0,1,23,9,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,5,2,32,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310512102,"【フロア4】 邪神　堕天使　【Boss】　ダンジョン　嵐属性",51200,512000,512000,60.0,7.199999809265137,3.0,500,0.0,3000,0,4104,-1,-1,-1,-1,-1,-1,-1,5345,-1,-1,-1,5709,80000,7320,-1,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,500,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,118,0,20,0,70,70,70,0,999,999,999,999,-1,-1,0,0,0,0,110,-1,1,0,0,100,0,0,0,0,0,0,0,0,0,10,0,14,0,1,23,9,10,59,59,60,60,0,30,0,0,0,0,0,0,0,0,1,5,2,32,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310551090,"【フロア4】 レッサーデーモン（死と闇）　【Boss】　ダンジョン",55100,551000,0,90.0,3.799999952316284,1.0,100,0.0,1700,0,1739,-1,-1,-1,-1,-1,-1,-1,5345,5360,-1,-1,-1,80000,7320,-1,-1,0.0,0.0,0.0,0.0,0,200,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,102,0,20,0,75,75,75,0,250,250,180,999,-1,-1,0,0,0,0,150,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,70,70,70,70,0,0,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310551096,"【フロア4】 レッサーデーモン（死と闇）　【Boss】　ダンジョンボス　ダンジョン",55100,551000,0,90.0,3.799999952316284,1.0,100,0.0,1700,0,1739,-1,-1,-1,-1,-1,-1,-1,5345,5360,-1,-1,-1,80000,7320,-1,-1,0.0,0.0,0.0,0.0,0,200,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100,40,102,0,20,0,75,75,75,0,250,250,180,999,-1,-1,0,0,0,0,150,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,13,0,0,23,9,0,70,70,70,70,0,0,0,0,0,0,0,0,0,0,1,3,2,32,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,1024,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310750080,"【フロア4】 敵アバター　ダンジョン",75000,750000,75000,120.0,2.5,0.5,100,0.0,360,0,276,75002900,-1,-1,-1,-1,-1,-1,5810,5344,-1,-1,-1,81111,7320,-1,-1,90.0,70.0,85.0,70.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.100000023841858,0.0,0.0,160,40,96,0,0,0,70,50,70,0,120,250,180,999,-1,-1,0,0,0,0,35,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,29,3,0,59,59,29,29,0,0,4,0,80,80,85,70,0,0,0,0,0,33,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310750090,"【フロア4】 敵アバター　【BOSS】　※ダメージドーピング　ダンジョン",75000,750000,75000,120.0,2.5,0.5,100,0.0,1250,0,1226,-1,-1,-1,-1,-1,-1,-1,-1,5344,-1,5830,-1,81111,7320,-1,-1,90.0,70.0,85.0,70.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.100000023841858,0.0,0.0,160,40,96,0,0,0,70,50,70,0,120,250,180,999,-1,-1,0,0,0,0,35,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,29,3,0,59,59,29,29,0,0,4,0,80,80,85,70,0,0,0,0,0,33,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304000,"ダンジョン人（デブ）　ナタ　ダンジョン",30400,304000,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,410,-1,-1,80001,7320,5400,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304010,"ダンジョン人（デブ）　赤熱ナタ　ダンジョン",30400,304010,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,410,-1,-1,80001,7320,5403,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304020,"ダンジョン人（デブ）　ナタ　ショットガン　ダンジョン",30400,304020,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,410,-1,-1,80001,7320,5400,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304040,"ダンジョン人（デブ）　ノコギリ　ダンジョン",30400,304040,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,-1,-1,-1,80001,7320,5401,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304050,"ダンジョン人（デブ）　裸　両手鉄球　ダンジョン",30400,304050,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,-1,-1,-1,80001,7320,5402,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304051,"ダンジョン人（デブ）（鉄球両手・紳士）",30400,304050,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,-1,-1,-1,80001,7320,5402,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304108,"ダンジョン人（デブ）　ナタ　医者　ダンジョン",30400,304000,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,410,-1,5702,80001,7320,5400,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304128,"ダンジョン人（デブ）　赤熱ナタ　医者　ダンジョン",30400,304010,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,410,-1,5702,80001,7320,5403,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304148,"ダンジョン人（デブ）　ナタ　ショットガン　医者　ダンジョン",30400,304020,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,410,-1,5702,80001,7320,5400,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319304168,"ダンジョン人（デブ）　ノコギリ　医者　ダンジョン",30400,304040,304000,120.0,2.4000000953674316,0.6000000238418579,600,0.0,315,2,316,30405000,-1,-1,-1,-1,-1,-1,5800,5361,-1,-1,5702,80001,7320,5401,-1,0.0,0.0,0.0,0.0,0,100,102,100,16.0,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,100,40,108,10,-40,0,38,69,162,0,200,250,180,999,-1,-1,0,0,0,0,40,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
