ID,Description,facePartsId,skinColor_R ,skinColor_G ,skinColor_B ,hairPartsId,hairColor_R ,hairColor_G ,hairColor_B ,eyeLPartsId,eyeLColor_R,eyeLColor_G,eyeLColor_B,eyeRPartsId,eyeRColor_R,eyeRColor_G,eyeRColor_B,eyebrowPartsId,eyebrowColor_R ,eyebrowColor_G ,eyebrowColor_B ,eyelashPartsId,eyelashColor_R ,eyelashColor_G ,eyelashColor_B ,beardPartsId,beardColor_R ,beardColor_G ,beardColor_B ,accessoriesPartsId,accessoriesColor_R ,accessoriesColor_G ,accessoriesColor_B ,decalPartsId,decalColor_R ,decalColor_G ,decalColor_B ,decalPosX,decalPosY,decalAngle,decalScale,chrBodyScaleHead,chrBodyScaleBreast,chrBodyScaleAbdomen,chrBodyScaleArm,chrBodyScaleLeg,age,gender,caricatureGeometry,caricatureTexture,faceGeoData00,faceGeoData01,faceGeoData02,faceGeoData03,faceGeoData04,faceGeoData05,faceGeoData06,faceGeoData07,faceGeoData08,faceGeoData09,faceGeoData10,faceGeoData11,faceGeoData12,faceGeoData13,faceGeoData14,faceGeoData15,faceGeoData16,faceGeoData17,faceGeoData18,faceGeoData19,faceGeoData20,faceGeoData21,faceGeoData22,faceGeoData23,faceGeoData24,faceGeoData25,faceGeoData26,faceGeoData27,faceGeoData28,faceGeoData29,faceGeoData30,faceGeoData31,faceGeoData32,faceGeoData33,faceGeoData34,faceGeoData35,faceGeoData36,faceGeoData37,faceGeoData38,faceGeoData39,faceGeoData40,faceGeoData41,faceGeoData42,faceGeoData43,faceGeoData44,faceGeoData45,faceGeoData46,faceGeoData47,faceGeoData48,faceGeoData49,faceGeoData50,faceGeoData51,faceGeoData52,faceGeoData53,faceGeoData54,faceGeoData55,faceGeoData56,faceGeoData57,faceGeoData58,faceGeoData59,faceGeoData60,faceTexData00,faceTexData01,faceTexData02,faceTexData03,faceTexData04,faceTexData05,faceTexData06,faceTexData07,faceTexData08,faceTexData09,faceTexData10,faceTexData11,faceTexData12,faceTexData13,faceTexData14,faceTexData15,faceTexData16,faceTexData17,faceTexData18,faceTexData19,faceTexData20,faceTexData21,faceTexData22,faceTexData23,faceTexData24,faceTexData25,faceTexData26,faceTexData27,faceTexData28,faceTexData29,faceTexData30,faceTexData31,faceTexData32,faceTexData33,faceTexData34,faceTexData35,faceGeoAsymData00,faceGeoAsymData01,faceGeoAsymData02,faceGeoAsymData03,faceGeoAsymData04,faceGeoAsymData05,faceGeoAsymData06,faceGeoAsymData07,faceGeoAsymData08,faceGeoAsymData09,faceGeoAsymData10,faceGeoAsymData11,faceGeoAsymData12,faceGeoAsymData13,faceGeoAsymData14,faceGeoAsymData15,faceGeoAsymData16,faceGeoAsymData17,faceGeoAsymData18,faceGeoAsymData19,faceGeoAsymData20,faceGeoAsymData21,faceGeoAsymData22,faceGeoAsymData23,faceGeoAsymData24,faceGeoAsymData25
8228,"一時保存枠229",0,138,118,103,0,214,160,80,0,110,70,80,0,110,70,80,3,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,158,128,128,128,148,168,108,100,178,208,118,188,255,0,148,118,38,138,68,130,88,87,128,128,128,128,138,145,128,128,128,198,128,118,165,148,98,0,60,105,128,48,158,118,68,238,145,215,78,88,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,128,128,128,128,128,128,128,128,128,98,108,158,148,128,128,128,128,118,168,108,128,138,128,128,98,148,98,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8229,"一時保存枠230",0,158,138,123,0,214,160,80,0,110,70,80,0,110,70,80,1,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,93,158,128,128,128,138,158,108,100,178,208,118,238,215,60,138,118,88,138,88,140,88,107,128,128,128,128,138,145,128,128,128,198,128,88,165,228,98,160,160,145,98,118,198,78,78,208,55,185,148,98,128,138,128,128,128,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,128,98,178,148,128,128,128,128,108,148,118,88,128,128,138,68,148,158,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8230,"一時保存枠231",0,138,118,103,0,214,160,80,0,110,70,80,0,110,70,80,3,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,93,158,128,128,128,148,168,108,100,178,208,118,238,215,60,138,118,88,138,98,130,88,107,128,128,128,128,138,145,128,128,128,198,128,88,165,228,98,130,220,195,88,88,198,118,78,188,115,155,158,88,128,138,128,128,128,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,108,108,188,168,128,128,128,128,138,198,118,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8231,"一時保存枠232",0,145,130,120,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8232,"一時保存枠233",0,145,130,120,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8233,"一時保存枠234",0,158,138,123,0,190,150,70,0,160,100,80,0,160,100,80,2,70,50,0,2,88,58,8,0,190,150,70,0,128,128,128,6,88,40,0,118,98,255,160,128,128,128,128,128,113,158,128,128,128,138,138,108,48,208,218,148,138,198,88,188,128,108,208,218,68,128,78,128,128,128,128,138,145,128,128,128,198,128,118,228,128,128,138,30,155,188,138,178,128,128,148,165,228,158,88,128,148,128,148,128,108,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,125,118,128,128,128,128,128,128,128,128,128,128,78,128,138,128,128,128,128,118,178,108,128,148,128,128,128,123,125,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8234,"一時保存枠235",0,168,148,133,0,190,150,70,0,160,100,80,0,160,100,80,4,100,70,0,4,88,58,8,0,190,150,70,0,128,128,128,6,88,40,0,118,98,255,160,128,128,128,128,128,133,128,128,128,128,128,128,118,90,208,148,108,138,138,138,158,138,128,188,68,128,128,108,128,128,128,128,138,145,128,128,128,198,128,118,188,128,128,138,30,145,228,138,178,128,128,148,255,228,128,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,148,155,128,128,128,128,128,128,128,128,128,128,118,78,185,138,128,128,128,128,118,178,88,128,178,128,128,208,203,215,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8235,"一時保存枠236",0,122,110,100,0,214,160,80,0,110,70,80,0,110,70,80,4,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,133,128,128,128,128,128,138,108,100,178,158,98,198,175,150,168,118,108,178,98,110,88,147,138,128,128,128,138,85,128,128,128,198,128,118,205,178,108,130,110,185,68,68,218,78,88,178,55,185,68,88,128,138,128,138,128,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,108,108,178,128,128,128,128,128,118,158,108,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8236,"一時保存枠237",0,122,110,100,0,214,160,80,0,110,70,80,0,110,70,80,4,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,133,128,128,128,128,128,138,108,100,178,158,98,198,175,150,168,118,108,178,98,110,88,147,138,128,128,128,138,85,128,128,128,198,128,118,205,178,108,130,110,185,68,68,218,78,88,178,55,185,68,68,198,148,58,138,128,68,128,128,128,128,128,128,38,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,108,108,178,128,128,128,128,128,118,158,108,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8237,"一時保存枠238",0,122,110,100,0,214,160,80,0,110,70,80,0,110,70,80,4,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,133,128,128,128,128,148,138,108,100,178,158,98,198,175,150,168,118,108,178,108,100,88,147,138,128,128,128,138,85,128,128,128,198,128,118,205,178,108,130,110,185,68,68,198,138,88,208,55,155,118,68,198,188,58,138,128,68,128,128,128,128,128,128,38,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,108,108,178,128,128,128,128,128,118,158,108,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8238,"一時保存枠239",0,145,130,120,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8239,"一時保存枠240",0,158,138,123,109,114,50,30,0,110,70,80,0,110,70,80,1,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,73,178,128,128,128,138,158,108,100,158,178,138,238,215,60,138,118,88,138,88,140,88,107,128,128,128,128,138,145,128,128,128,198,128,88,165,228,98,160,160,145,98,118,198,78,78,208,105,185,118,98,128,138,128,118,128,108,128,128,128,128,128,128,128,128,128,128,128,128,128,128,138,128,148,128,128,128,128,128,128,128,128,128,128,98,158,118,128,128,128,128,118,158,98,88,138,128,138,118,148,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8240,"一時保存枠241",0,178,158,143,108,230,180,110,0,80,80,140,0,80,80,140,1,160,110,40,3,78,38,0,0,230,180,110,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,68,138,128,128,128,168,148,108,80,178,168,98,218,195,90,168,118,88,138,148,140,78,77,128,128,128,128,138,145,128,128,128,198,128,78,165,198,98,130,70,105,128,158,178,148,150,185,145,205,98,88,128,128,128,128,128,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,148,195,138,128,128,128,128,128,128,128,128,128,88,195,195,198,128,128,128,128,70,158,68,128,148,128,248,108,83,105,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8241,"一時保存枠242",0,145,130,120,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8242,"一時保存枠243",0,168,148,133,108,230,160,90,0,80,80,140,0,80,80,140,1,70,50,40,3,78,38,0,0,230,180,110,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,68,138,128,128,128,168,138,108,80,178,168,98,218,195,90,168,118,88,138,148,140,78,77,128,128,128,128,138,145,128,128,128,198,128,78,165,198,98,130,70,105,128,158,178,148,150,185,145,205,98,88,128,128,128,128,128,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,118,145,128,128,128,128,128,128,128,128,128,128,118,175,125,158,128,128,128,128,90,168,88,128,198,128,248,78,143,105,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8243,"一時保存枠244",0,150,135,125,0,90,60,40,1,60,70,80,1,60,70,80,8,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,68,128,128,108,98,168,186,85,128,68,178,128,128,128,128,128,128,128,238,98,168,88,128,128,128,128,128,128,128,128,128,128,128,128,128,178,128,128,128,128,128,128,128,128,128,128,128,128,128,108,128,128,128,38,158,108,128,128,128,128,128,128,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8244,"一時保存枠245",0,150,135,125,0,90,60,40,1,60,70,80,1,60,70,80,8,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,68,128,128,108,128,168,186,85,128,68,178,78,68,208,138,178,118,168,248,148,255,188,128,128,128,128,128,128,128,128,128,128,128,138,68,128,198,68,255,158,128,128,98,68,118,138,158,118,118,98,128,88,178,28,158,98,128,128,128,128,188,128,18,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8245,"一時保存枠246",0,150,135,125,0,90,60,40,1,60,70,80,1,60,70,80,8,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,28,128,128,58,88,138,186,85,128,68,178,128,128,128,128,128,128,128,255,158,178,148,128,128,128,128,128,128,128,128,118,138,128,128,128,178,128,128,128,128,128,128,128,128,128,128,148,168,158,108,128,128,128,78,138,88,128,148,208,58,128,128,68,128,128,128,128,128,128,128,128,148,118,128,128,128,128,128,128,128,128,128,58,98,128,198,128,128,128,128,88,158,98,128,128,128,128,168,103,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8246,"一時保存枠247",0,150,135,125,0,90,60,40,1,60,70,80,1,60,70,80,8,90,60,40,1,150,145,130,0,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,28,128,128,58,88,138,186,85,128,128,178,138,128,128,128,128,128,128,255,138,228,158,128,128,128,128,58,128,128,128,118,138,128,128,128,178,128,128,128,128,128,128,128,128,128,128,148,168,158,108,128,128,128,78,138,88,128,148,208,58,128,128,68,128,128,128,128,128,128,128,128,148,118,128,128,128,128,128,128,128,128,128,58,98,128,198,128,128,128,128,88,158,98,128,128,128,128,168,103,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8247,"一時保存枠248",0,145,130,120,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8248,"一時保存枠249",0,145,130,120,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8249,"一時保存枠250",0,145,130,120,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8250,"一時保存枠251",0,145,130,120,2,120,100,60,0,70,70,40,0,70,70,40,3,90,70,40,0,128,128,128,7,60,40,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,62,10,135,128,140,133,152,118,185,168,118,108,135,158,208,118,98,158,118,180,117,58,88,109,85,128,145,165,77,207,128,167,130,128,158,118,148,128,98,228,198,128,68,158,125,175,158,158,98,138,148,118,88,225,128,147,138,88,100,155,94,122,40,168,128,128,128,128,128,128,128,128,150,108,128,128,128,128,128,128,128,128,128,148,108,198,188,128,128,128,128,108,138,118,158,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8251,"一時保存枠252",0,160,145,135,6,130,100,60,0,110,130,150,0,110,130,150,3,100,70,40,1,0,8,8,0,130,100,60,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,40,50,105,128,155,235,132,177,170,170,111,88,185,108,158,158,88,148,118,190,147,180,198,149,137,128,205,115,60,115,128,225,155,128,158,125,155,128,178,238,185,138,20,178,145,225,198,188,78,78,168,128,8,205,108,147,138,0,150,10,44,102,0,255,128,128,128,128,128,128,128,138,160,138,128,128,128,128,128,128,128,128,128,178,118,168,198,128,128,128,128,118,128,108,38,98,128,115,198,83,215,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8252,"一時保存枠253",0,150,135,125,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,68,128,128,98,158,118,148,128,168,108,128,138,138,128,148,138,88,128,224,79,108,28,128,128,128,128,128,128,128,128,168,88,128,138,148,158,128,128,158,138,88,88,118,118,128,128,188,128,108,118,128,158,128,98,138,108,128,128,88,138,128,118,128,128,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,138,178,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8253,"一時保存枠254",0,150,135,125,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,68,128,128,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,138,178,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8254,"一時保存枠255",0,150,135,125,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,108,128,128,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,138,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,118,138,138,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8255,"一時保存枠256",0,158,138,123,0,245,190,90,0,110,70,80,0,110,70,80,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,108,148,128,128,125,98,118,118,80,138,138,148,118,135,210,138,128,138,168,118,80,148,127,118,98,128,78,0,45,70,128,185,178,128,138,165,108,118,100,130,85,198,148,138,58,100,115,105,115,108,128,168,158,128,148,148,118,128,225,168,48,148,128,58,128,128,128,128,128,128,128,128,145,158,128,128,128,128,128,128,128,128,128,118,125,125,118,128,128,128,128,110,138,138,128,148,128,195,148,143,105,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8256,"一時保存枠257",0,158,138,123,0,245,190,90,0,110,70,80,0,110,70,80,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,108,118,128,128,125,98,118,118,80,138,138,148,118,135,210,138,128,138,168,118,80,148,127,118,98,128,78,0,45,70,128,185,178,128,138,165,108,118,100,130,85,198,148,138,58,100,115,105,115,108,128,168,158,128,148,148,118,128,225,168,48,148,128,58,128,128,128,128,128,128,128,128,145,158,128,128,128,128,128,128,128,128,128,118,125,125,118,128,128,128,128,110,138,138,128,148,128,195,148,143,105,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8257,"一時保存枠258",0,158,138,123,0,245,190,90,0,110,70,80,0,110,70,80,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,108,118,128,128,65,128,118,118,80,138,138,148,118,135,210,138,128,138,168,108,80,158,117,118,98,128,78,0,45,70,128,235,108,128,138,165,108,118,100,130,85,198,148,138,58,100,115,105,115,108,118,168,138,128,148,148,118,128,185,168,48,148,128,58,128,128,128,128,128,128,128,128,145,158,128,128,128,128,128,128,128,128,128,118,125,125,118,128,128,128,128,110,138,138,128,148,128,195,148,143,105,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8258,"一時保存枠259",0,158,138,123,0,245,190,90,0,60,70,90,0,60,70,90,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,108,118,128,128,65,128,118,118,80,138,138,148,118,135,210,148,128,138,168,108,80,158,117,118,98,128,78,0,45,70,128,235,108,128,138,165,108,118,100,130,85,198,148,108,58,100,115,85,125,128,118,168,138,128,148,148,118,128,185,168,48,148,128,58,128,128,128,128,128,128,128,128,145,158,128,128,128,128,128,128,128,128,128,118,125,125,118,128,128,128,128,110,138,138,128,148,128,195,148,143,105,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8259,"一時保存枠260",0,158,138,123,0,245,190,90,0,60,70,90,0,60,70,90,0,74,40,10,0,78,38,0,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,38,128,128,65,128,118,118,80,138,138,148,118,135,210,148,128,138,168,108,80,158,117,118,98,128,78,0,45,70,128,235,108,128,138,165,108,118,100,130,85,198,148,108,58,100,115,85,125,128,118,168,138,128,148,148,118,128,185,168,48,148,128,58,128,128,128,128,128,128,128,128,145,158,128,128,128,128,128,128,128,128,128,118,125,125,118,128,128,128,128,110,138,138,128,148,128,195,148,143,105,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8260,"一時保存枠261",0,150,135,125,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,108,128,128,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,138,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,118,138,138,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8261,"一時保存枠262",0,150,135,125,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,108,128,128,127,127,127,127,127,167,127,127,157,127,127,127,127,127,127,127,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,97,127,127,127,127,127,117,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,138,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,118,138,138,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8262,"一時保存枠263",0,150,135,125,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,108,128,128,127,127,127,127,127,167,127,127,127,127,127,127,127,127,127,127,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,147,107,147,127,127,77,67,127,117,127,127,97,127,127,127,127,127,107,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,138,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,118,138,138,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
